pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1169 b,Kepler-1169,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.11009134,0.00002806,-0.00002806,0,,,,,0.94,0.06,-0.06,0,0.08386118,0.00535284,-0.00535284,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6191,80.54,-76.47,0,1.23,0.059,-0.053,0,1.24,0.038,-0.036,0,0.26,0.067,-0.059,0,[Fe/H],4.35,0.027,-0.031,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m38.78s,294.9115874,+46d29m29.30s,46.4914718,522.823,5.131,-5.034,12.707,0.057,-0.057,11.409,0.018,-0.018,12.6852,0.000153,-0.000153,5/6/16,2016-05,5/10/16
Kepler-117 b,Kepler-117,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,18.7959228,0.0000075,-0.0000075,0,0.1445,0.0047,-0.0014,0,8.059,0.269,-0.269,0,0.719,0.024,-0.024,0,29.875,10.488,-10.488,0,0.094,0.033,-0.033,0,Mass,0.0493,0.0062,-0.0062,0,,,,,984,18,-18,0,1,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,F8 V,6150,110,-110,0,1.606,0.049,-0.049,0,1.129,0.13,-0.023,0,-0.04,0.1,-0.1,0,[Fe/H],4.102,0.019,-0.019,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m10.34s,288.7930651,+48d02m24.63s,48.040176,1455.57,38.385,-38.385,14.282,0.126,-0.126,13.011,0.031,-0.031,14.2472,0.000272,-0.000272,11/19/14,2015-01,11/19/14
Kepler-117 c,Kepler-117,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,50.790391,0.000014,-0.000014,0,0.2804,0.0092,-0.0028,0,12.341,0.392,-0.392,0,1.101,0.035,-0.035,0,584.78,57.21,-57.21,0,1.84,0.18,-0.18,0,Mass,0.0323,0.0033,-0.0033,0,,,,,704,15,-15,0,1,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,F8 V,6150,110,-110,0,1.606,0.049,-0.049,0,1.129,0.13,-0.023,0,-0.04,0.1,-0.1,0,[Fe/H],4.102,0.019,-0.019,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m10.34s,288.7930651,+48d02m24.63s,48.040176,1455.57,38.385,-38.385,14.282,0.126,-0.126,13.011,0.031,-0.031,14.2472,0.000272,-0.000272,11/19/14,2015-01,11/19/14
Kepler-1170 b,Kepler-1170,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.98969327,0.00004242,-0.00004242,0,,,,,2.41,0.19,-0.17,0,0.2150058,0.01695066,-0.01516638,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5069,120.38,-96.5,0,0.76,0.046,-0.051,0,0.8,0.045,-0.052,0,-0.09,0.177,-0.189,0,[Fe/H],4.58,0.033,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.45s,292.1685422,+43d46m46.55s,43.7795963,1050.45,37.97,-35.46,16.204,0.138,-0.138,13.806,0.059,-0.059,15.9093,0.000532,-0.000532,5/6/16,2016-05,5/10/16
Kepler-1171 b,Kepler-1171,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.44259224,0.00000219,-0.00000219,0,,,,,2.56,0.68,-0.5,0,0.2283879,0.06066554,-0.04460701,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,7044,277.69,-199.09,0,1.95,0.513,-0.384,0,1.58,0.179,-0.168,0,-0.01,0.152,-0.175,0,[Fe/H],4.05,0.146,-0.154,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m50.14s,294.9589285,+38d35m29.75s,38.5915968,573,10.102,-9.765,11.647,0.016,-0.016,10.547,0.017,-0.017,11.4587,0.000422,-0.000422,5/6/16,2016-05,5/10/16
Kepler-1172 b,Kepler-1172,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.0204423,0.0001886,-0.0001886,0,,,,,3.2,0.4,-0.28,0,0.28548488,0.03568561,-0.02497993,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5558,144.94,-137.66,0,0.89,0.109,-0.069,0,0.92,0.055,-0.061,0,-0.04,0.145,-0.193,0,[Fe/H],4.51,0.051,-0.104,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m53.88s,290.4744875,+37d45m59.58s,37.7665499,1306.53,53.12,-53.12,16.083,0.092,-0.092,14.14,0.062,-0.062,15.8463,0.000523,-0.000523,5/6/16,2016-05,5/10/16
Kepler-1173 b,Kepler-1173,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.7698536,0.000001205,-0.000001205,0,,,,,0.89,0.23,-0.07,0,0.07940048,0.02051923,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5252,92.48,-116.76,0,0.82,0.059,-0.042,0,0.86,0.041,-0.046,0,0,0.148,-0.164,0,[Fe/H],4.55,0.032,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m31.48s,293.1311803,+45d39m48.30s,45.6634153,377.06,2.3975,-2.3975,13.896,0.103,-0.103,11.884,0.026,-0.026,13.8043,0.000227,-0.000227,5/6/16,2016-05,5/10/16
Kepler-1174 b,Kepler-1174,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.89225223,0.00002664,-0.00002664,0,,,,,1.59,0.31,-0.16,0,0.1418503,0.02765635,-0.01427424,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5936,117.34,-103.81,0,1.04,0.196,-0.099,0,1.04,0.068,-0.073,0,-0.04,0.148,-0.205,0,[Fe/H],4.42,0.065,-0.137,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h47m19.54s,281.8314296,+42d17m56.01s,42.298891,1408.75,27.7,-26.67,14.271,0.149,-0.149,12.762,0.019,-0.019,14.159,0.000228,-0.000228,5/6/16,2016-05,5/10/16
Kepler-1175 b,Kepler-1175,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,37.94563,0.0001732,-0.0001732,0,,,,,2.99,0.27,-0.23,0,0.26674993,0.02408779,-0.02051923,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5453,66.21,-80.38,0,0.86,0.071,-0.059,0,0.9,0.042,-0.05,0,-0.04,0.153,-0.178,0,[Fe/H],4.53,0.04,-0.083,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m34.24s,289.1426847,+46d48m46.68s,46.8129656,1121.89,61.45,-55.5,15.972,0.115,-0.115,14.149,0.055,-0.055,15.9163,0.000586,-0.000586,5/6/16,2016-05,5/10/16
Kepler-1176 b,Kepler-1176,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.1738579,0.0001336,-0.0001336,0,,,,,2.45,0.63,-0.32,0,0.21857436,0.05620484,-0.02854849,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5844,264.61,-268.56,0,1.02,0.256,-0.128,0,1.01,0.111,-0.084,0,-0.01,0.138,-0.165,0,[Fe/H],4.42,0.09,-0.169,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m40.73s,297.919724,+45d16m27.13s,45.2742038,864.699,22.9595,-22.9595,15.27,0.092,-0.092,13.31,0.033,-0.033,15.0496,0.000415,-0.000415,5/6/16,2016-05,5/10/16
Kepler-1177 b,Kepler-1177,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,106.247547,0.001822,-0.001822,0,,,,,1.9,0.16,-0.12,0,0.16950665,0.01427424,-0.01070568,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5712,62.98,-66.68,0,0.97,0.071,-0.051,0,0.98,0.034,-0.035,0,0.02,0.096,-0.102,0,[Fe/H],4.46,0.047,-0.066,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m41.16s,286.6714813,+49d24m22.67s,49.4062964,1299.97,34.42,-32.72,14.773,0.137,-0.137,12.967,0.034,-0.034,14.5078,0.000266,-0.000266,5/6/16,2016-05,5/10/16
Kepler-1178 b,Kepler-1178,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.80634,0.0003857,-0.0003857,0,,,,,1.07,0.06,-0.08,0,0.09545901,0.00535284,-0.00713712,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4990,58.43,-68.54,0,0.75,0.034,-0.042,0,0.8,0.038,-0.045,0,-0.05,0.155,-0.173,0,[Fe/H],4.59,0.027,-0.045,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m49.47s,288.4561183,+45d48m08.01s,45.8022258,482.287,4.7555,-4.7555,14.212,0.126,-0.126,11.735,0.019,-0.019,13.9597,0.000545,-0.000545,5/6/16,2016-05,5/10/16
Kepler-1179 b,Kepler-1179,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.685057492,0.000004099,-0.000004099,0,,,,,1.32,0.09,-0.08,0,0.11776251,0.00802926,-0.00713712,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5212,65.46,-65.67,0,0.81,0.048,-0.044,0,0.84,0.041,-0.046,0,-0.03,0.148,-0.169,0,[Fe/H],4.56,0.031,-0.064,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m23.38s,284.0974305,+47d48m37.75s,47.8104856,415.205,2.558,-2.528,14.214,0.137,-0.137,12.189,0.022,-0.022,14.0675,0.0002,-0.0002,5/6/16,2016-05,5/10/16
Kepler-118 b,Kepler-118,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.518496,0.000056,-0.000056,0,0.073,,,0,1.96,0.94,-0.94,0,0.175,0.084,-0.084,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5274,200,-200,0,1.094,0.489,-0.489,0,,,,,,,,,,4.321,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.228,6.899,-6.741,14.867,0.149,-0.149,12.711,0.024,-0.024,14.7187,0.000345,-0.000345,5/14/14,2014-03,5/14/14
Kepler-118 c,Kepler-118,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.17202,0.000013,-0.000013,0,0.141,,,0,7.68,3.43,-3.43,0,0.685,0.306,-0.306,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5274,200,-200,0,1.094,0.489,-0.489,0,,,,,,,,,,4.321,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m51.17s,299.2131881,+41d25m29.35s,41.4248195,574.228,6.899,-6.741,14.867,0.149,-0.149,12.711,0.024,-0.024,14.7187,0.000345,-0.000345,5/14/14,2014-03,5/14/14
Kepler-1180 b,Kepler-1180,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.8601286,0.0001369,-0.0001369,0,,,,,1.99,0.55,-0.27,0,0.17753591,0.04906771,-0.02408779,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6077,243.54,-226.98,0,1.14,0.314,-0.149,0,1.09,0.159,-0.089,0,0,0.136,-0.178,0,[Fe/H],4.36,0.101,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m32.99s,295.8874773,+43d09m21.58s,43.1559952,1596.8,86.9,-78.51,15.081,0.069,-0.069,13.521,0.037,-0.037,14.9844,0.000397,-0.000397,5/6/16,2016-05,5/10/16
Kepler-1181 b,Kepler-1181,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.89337519,0.00002526,-0.00002526,0,,,,,1.57,0.65,-0.26,0,0.14006602,0.05798912,-0.02319565,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6176,82.26,-87.31,0,1.3,0.539,-0.208,0,1.17,0.173,-0.095,0,0.03,0.126,-0.166,0,[Fe/H],4.27,0.132,-0.236,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m59.36s,289.7473165,+39d31m24.29s,39.5234131,938.417,11.9915,-11.9915,13.549,0.114,-0.114,12.363,0.022,-0.022,13.4553,0.000235,-0.000235,5/6/16,2016-05,5/10/16
Kepler-1181 c,Kepler-1181,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,8.93484887,0.00009707,-0.00009707,0,0.0928,,,0,1.83,0.64,-0.23,0,0.16326195,0.05709707,-0.02051926,0,,,,,,,,,,0,,,0,377.25,391.78,-134.24,0,1124,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6688,187,-281,0,1.347,0.473,-0.169,0,1.336,0.2,-0.2,0,0.07,0.25,-0.35,0,[Fe/H],4.304,0.075,-0.225,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m59.36s,289.7473165,+39d31m24.29s,39.5234131,938.417,11.9915,-11.9915,13.549,0.114,-0.114,12.363,0.022,-0.022,13.4553,0.000235,-0.000235,5/8/17,8/31/17 0:00,5/8/17
Kepler-1182 b,Kepler-1182,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.17394617,0.00006278,-0.00006278,0,,,,,2.41,0.6,-0.5,0,0.2150058,0.05352841,-0.04460701,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5924,202.44,-241.8,0,1.05,0.261,-0.13,0,1.04,0.11,-0.09,0,0.01,0.136,-0.18,0,[Fe/H],4.41,0.087,-0.161,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m13.92s,296.3079895,+43d49m16.93s,43.8213706,1545.39,64.04,-59.22,15.742,0.183,-0.183,13.67,0.045,-0.045,15.3453,0.0004,-0.0004,5/6/16,2016-05,5/10/16
Kepler-1183 b,Kepler-1183,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.5057189,0.0003031,-0.0003031,0,,,,,2.82,0.52,-0.3,0,0.25158355,0.04639129,-0.02676421,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5765,121.54,-176.4,0,0.99,0.178,-0.098,0,1,0.062,-0.068,0,0.04,0.144,-0.166,0,[Fe/H],4.45,0.071,-0.138,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m55.78s,292.2324228,+38d53m31.90s,38.8921946,1919.19,174.31,-148.01,15.968,0.412,-0.412,14.006,0.063,-0.063,15.8301,0.000534,-0.000534,5/6/16,2016-05,5/10/16
Kepler-1184 b,Kepler-1184,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,53.5991044,0.0003674,-0.0003674,0,,,,,2.68,0.6,-0.3,0,0.23909359,0.05352841,-0.02676421,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5983,110.01,-118.73,0,1.07,0.195,-0.109,0,1.05,0.074,-0.069,0,-0.04,0.146,-0.182,0,[Fe/H],4.41,0.072,-0.135,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m07.69s,291.282031,+46d57m57.43s,46.9659514,1157.84,33.51,-31.7,14.99,0.035,-0.035,13.49,0.034,-0.034,14.9314,0.000376,-0.000376,5/6/16,2016-05,5/10/16
Kepler-1185 b,Kepler-1185,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,104.3518976,0.0006705,-0.0006705,0,,,,,1.33,0.08,-0.05,0,0.11865465,0.00713712,-0.0044607,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5622,67.7,-58.78,0,0.87,0.02,-0.018,0,0.96,0.02,-0.024,0,-0.04,0.092,-0.086,0,[Fe/H],4.54,0.01,-0.012,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m57.88s,287.2411783,+39d19m57.71s,39.3326977,459.273,4.918,-4.818,12.63,0.046,-0.046,10.981,0.017,-0.017,12.5524,0.000377,-0.000377,5/6/16,2016-05,5/10/16
Kepler-1186 b,Kepler-1186,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.07677615,0.00007199,-0.00007199,0,,,,,2.23,0.36,-0.22,0,0.19894727,0.03211705,-0.01962709,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5635,68.42,-72.34,0,0.93,0.148,-0.064,0,0.95,0.045,-0.052,0,0,0.138,-0.172,0,[Fe/H],4.49,0.051,-0.136,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m55.11s,288.4796333,+47d06m06.28s,47.1017438,1337.25,38.93,-38.93,15.367,0.057,-0.057,13.672,0.04,-0.04,15.2673,0.000347,-0.000347,5/6/16,2016-05,5/10/16
Kepler-1187 b,Kepler-1187,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.87064068,0.00006002,-0.00006002,0,,,,,2.61,0.51,-0.28,0,0.2328486,0.04549915,-0.02497993,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5975,182.7,-129.11,0,1.09,0.208,-0.116,0,1.06,0.091,-0.069,0,-0.01,0.147,-0.171,0,[Fe/H],4.39,0.081,-0.131,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m34.08s,286.8919996,+38d19m06.61s,38.3185034,1020.53,32.46,-30.549,14.73,0.115,-0.115,13.151,0.034,-0.034,14.5664,0.000291,-0.000291,5/6/16,2016-05,5/10/16
